Model,Size,Task,Image,Prompt,CLIP_Score
SD,512,positional,001.SD_512_positional_1.png,A train on top of a surfboard,"0,1992"
SD,512,positional,002.SD_512_positional_2.png,A wine glass on top of a dog,"0,2540"
SD,512,positional,003.SD_512_positional_3.png,A bicycle on top of a boat,"0,2741"
SD,512,positional,004.SD_512_positional_4.png,An umbrella under a spoon,"0,1822"
SD,512,positional,005.SD_512_positional_5.png,A car on the left of a bus,"0,2199"
SD,512,positional,006.SD_512_positional_6.png,A black apple on the right of  a green backpack,"0,2294"
SD,512,positional,007.SD_512_positional_7.png,A carrot on the left of a broccoli,"0,2460"
SD,512,positional,008.SD_512_positional_8.png,A pizza on the right of a suitcase,"0,2017"
SD,512,positional,009.SD_512_positional_9.png,A cat on the right of a tennis racket,"0,2856"
SD,512,positional,010.SD_512_positional_10.png,A stop sign on the right of a refrigerator,"0,1952"
SD,512,positional,011.SD_512_positional_11.png,A sheep to the right of a wine glass,"0,2498"
SD,512,positional,012.SD_512_positional_12.png,A zebra to the right of a fire hydrant,"0,2123"
SD,512,faces,001.SD_512_faces_1.png,Face of a man with a goatee,"0,2202"
SD,512,faces,002.SD_512_faces_2.png,Face of an angry teacher,"0,2665"
SD,512,faces,003.SD_512_faces_3.png,Face of a kid with a tiger make-up,"0,2947"
SD,512,faces,004.SD_512_faces_4.png,Face of an old lady with blue hair and a wide smile,"0,2986"
SD,512,faces,005.SD_512_faces_5.png,A bald man doing a handstand,"0,2141"
SD,512,faces,006.SD_512_faces_6.png,Face of a woman with brown hair looking over her shoulder,"0,2150"
SD,512,faces,007.SD_512_faces_7.png,Sad face of a blonde girl holding a popped balloon,"0,3057"
SD,512,faces,008.SD_512_faces_8.png,Face of a weightlifting white hair Olympic gold medalist lifting 120kg with a referee next to it encouraging him,"0,2486"
SD,512,faces,009.SD_512_faces_9.png,The face of a soldier with camouflaged face painting obscured by leaves,"0,2958"
SD,512,faces,010.SD_512_faces_10.png,A face of a man with a beard with water splashing onto his face,"0,3216"
SD,512,faces,011.SD_512_faces_11.png,A dark messy hair boy rolling his tongue with blue light shinning on his face,"0,2270"
SD,512,faces,012.SD_512_faces_12.png,A young kid with dark eye bags standing in front of her grandma with wrinkles looking at the sky,"0,1701"
SD,1024,coloring,001.SD_1024_coloring_1.png,A red colored car,"0,1903"
SD,1024,coloring,002.SD_1024_coloring_2.png,A black colored car,"0,2036"
SD,1024,coloring,003.SD_1024_coloring_3.png,A pink colored car,"0,2392"
SD,1024,coloring,004.SD_1024_coloring_4.png,A navy blue colored car,"0,1915"
SD,1024,coloring,005.SD_1024_coloring_5.png,A red car and a white sheep,"0,2776"
SD,1024,coloring,006.SD_1024_coloring_6.png,A blue bird and a brown bear,"0,1713"
SD,1024,coloring,007.SD_1024_coloring_7.png,A green apple and a black backpack,"0,2760"
SD,1024,coloring,008.SD_1024_coloring_8.png,A green cup and a blue cell phone,"0,2196"
SD,1024,coloring,009.SD_1024_coloring_9.png,A red pencil in a green cup on a blue table,"0,2349"
SD,1024,coloring,010.SD_1024_coloring_10.png,An office with five desks and seven colorful chairs,"0,2449"
SD,1024,coloring,011.SD_1024_coloring_11.png,An orange bird scaring a blue scarecrow with a red pirate hat,"0,2667"
SD,1024,coloring,012.SD_1024_coloring_12.png,A photo of two pink football balls and three green basketball balls on a bench,"0,2653"
SD,1024,counting,001.SD_1024_counting_1.png,One tennis ball on the court,"0,2629"
SD,1024,counting,002.SD_1024_counting_2.png,Three people crossing  the street,"0,2339"
SD,1024,counting,003.SD_1024_counting_3.png,Two monkeys eating banana,"0,2291"
SD,1024,counting,004.SD_1024_counting_4.png,Bench in a park with two backpacks on it,"0,2491"
SD,1024,counting,005.SD_1024_counting_5.png,Nine children doing a circle dance around a Christmas tree,"0,3173"
SD,1024,counting,006.SD_1024_counting_6.png,An office desk with six laptops on it,"0,2332"
SD,1024,counting,007.SD_1024_counting_7.png,Person holding  four toy pyramids,"0,2349"
SD,1024,counting,008.SD_1024_counting_8.png,Five photograph prints are hanging to dry in a dark room,"0,2137"
SD,1024,counting,009.SD_1024_counting_9.png,Person carrying a stack of twelve books,"0,1872"
SD,1024,counting,010.SD_1024_counting_10.png,Two people juggling ten balls together,"0,1904"
SD,1024,counting,011.SD_1024_counting_11.png,Birthday cake with exactly twenty candles on it,"0,2476"
SD,1024,counting,012.SD_1024_counting_12.png,Office room with fifteen chairs,"0,2081"
SD,1024,conflicting,001.SD_1024_conflicting_1.png,A zebra without strips,"0,2341"
SD,1024,conflicting,002.SD_1024_conflicting_2.png,A penguin in a city,"0,2062"
SD,1024,conflicting,003.SD_1024_conflicting_3.png,Rainbow colored Ferrari,"0,3019"
SD,1024,conflicting,004.SD_1024_conflicting_4.png,A giraffe kissing a monkey,"0,2076"
SD,1024,conflicting,005.SD_1024_conflicting_5.png,A panda inside a cup of tea,"0,2937"
SD,1024,conflicting,006.SD_1024_conflicting_6.png,A giraffe inside a car,"0,2021"
SD,1024,conflicting,007.SD_1024_conflicting_7.png,An ant under the sea,"0,1997"
SD,1024,conflicting,008.SD_1024_conflicting_8.png,A motorcycle inside an oven,"0,1564"
SD,1024,conflicting,009.SD_1024_conflicting_9.png,A polar bear on the desert,"0,2539"
SD,1024,conflicting,010.SD_1024_conflicting_10.png,A man walking on the ceiling,"0,2048"
SD,1024,conflicting,011.SD_1024_conflicting_11.png,A fish eating a pelican,"0,2247"
SD,1024,conflicting,012.SD_1024_conflicting_12.png,A horse riding  an astronaut in the forest,"0,2939"
SD,1024,text,001.SD_1024_text_1.png,A sign that says 'Hello',"0,2261"
SD,1024,text,002.SD_1024_text_2.png,A sign that says 'World',"0,1872"
SD,1024,text,003.SD_1024_text_3.png,A sign that says 'Hello World',"0,2055"
SD,1024,text,004.SD_1024_text_4.png,A sign that says 'World Hello',"0,2042"
SD,1024,text,005.SD_1024_text_5.png,A sign that says 'Speed limit 45',"0,2385"
SD,1024,text,006.SD_1024_text_6.png,A sign that says 'Do not pass !',"0,2192"
SD,1024,text,007.SD_1024_text_7.png,A sign that says 'No pedestrians !',"0,1906"
SD,1024,text,008.SD_1024_text_8.png,A sign that says 'No overtaking !',"0,1856"
SD,1024,text,009.SD_1024_text_9.png,A sign that says 'No Goods materials',"0,2226"
SD,1024,text,010.SD_1024_text_10.png,A sign that says 'No hazardous materials',"0,1819"
SD,1024,text,011.SD_1024_text_11.png,A sign that says 'You must not turn Right!',"0,1970"
SD,1024,text,012.SD_1024_text_12.png,A sign that says 'Maximum speed limit 80 km',"0,2494"
SD,1024,positional,001.SD_1024_positional_1.png,A train on top of a surfboard,"0,1827"
SD,1024,positional,002.SD_1024_positional_2.png,A wine glass on top of a dog,"0,1997"
SD,1024,positional,003.SD_1024_positional_3.png,A bicycle on top of a boat,"0,2411"
SD,1024,positional,004.SD_1024_positional_4.png,An umbrella under a spoon,"0,1892"
SD,1024,positional,005.SD_1024_positional_5.png,A car on the left of a bus,"0,1562"
SD,1024,positional,006.SD_1024_positional_6.png,A black apple on the right of  a green backpack,"0,1978"
SD,1024,positional,007.SD_1024_positional_7.png,A carrot on the left of a broccoli,"0,1892"
SD,1024,positional,008.SD_1024_positional_8.png,A pizza on the right of a suitcase,"0,2081"
SD,1024,positional,009.SD_1024_positional_9.png,A cat on the right of a tennis racket,"0,2795"
SD,1024,positional,010.SD_1024_positional_10.png,A stop sign on the right of a refrigerator,"0,3092"
SD,1024,positional,011.SD_1024_positional_11.png,A sheep to the right of a wine glass,"0,2591"
SD,1024,positional,012.SD_1024_positional_12.png,A zebra to the right of a fire hydrant,"0,2186"
SD,1024,faces,001.SD_1024_faces_1.png,Face of a man with a goatee,"0,1959"
SD,1024,faces,002.SD_1024_faces_2.png,Face of an angry teacher,"0,2150"
SD,1024,faces,003.SD_1024_faces_3.png,Face of a kid with a tiger make-up,"0,3096"
SD,1024,faces,004.SD_1024_faces_4.png,Face of an old lady with blue hair and a wide smile,"0,2497"
SD,1024,faces,005.SD_1024_faces_5.png,A bald man doing a handstand,"0,2140"
SD,1024,faces,006.SD_1024_faces_6.png,Face of a woman with brown hair looking over her shoulder,"0,2058"
SD,1024,faces,007.SD_1024_faces_7.png,Sad face of a blonde girl holding a popped balloon,"0,2865"
SD,1024,faces,008.SD_1024_faces_8.png,Face of a weightlifting white hair Olympic gold medalist lifting 120kg with a referee next to it encouraging him,"0,2272"
SD,1024,faces,009.SD_1024_faces_9.png,The face of a soldier with camouflaged face painting obscured by leaves,"0,2954"
SD,1024,faces,010.SD_1024_faces_10.png,A face of a man with a beard with water splashing onto his face,"0,3046"
SD,1024,faces,011.SD_1024_faces_11.png,A dark messy hair boy rolling his tongue with blue light shinning on his face,"0,2102"
SD,1024,faces,012.SD_1024_faces_12.png,A young kid with dark eye bags standing in front of her grandma with wrinkles looking at the sky,"0,1694"
DL,512,coloring,001.DL_512_coloring_1.png,A red colored car,"0,2185"
DL,512,coloring,002.DL_512_coloring_2.png,A black colored car,"0,1805"
DL,512,coloring,003.DL_512_coloring_3.png,A pink colored car,"0,2517"
DL,512,coloring,004.DL_512_coloring_4.png,A navy blue colored car,"0,2340"
DL,512,coloring,005.DL_512_coloring_5.png,A red car and a white sheep,"0,3068"
DL,512,coloring,006.DL_512_coloring_6.png,A blue bird and a brown bear,"0,3484"
DL,512,coloring,007.DL_512_coloring_7.png,A green apple and a black backpack,"0,2894"
DL,512,coloring,008.DL_512_coloring_8.png,A green cup and a blue cell phone,"0,2537"
DL,512,coloring,009.DL_512_coloring_9.png,A red pencil in a green cup on a blue table,"0,3148"
DL,512,coloring,010.DL_512_coloring_10.png,An office with five desks and seven colorful chairs,"0,2659"
DL,512,coloring,011.DL_512_coloring_11.png,An orange bird scaring a blue scarecrow with a red pirate hat,"0,2290"
DL,512,coloring,012.DL_512_coloring_12.png,A photo of two pink football balls and three green basketball balls on a bench,"0,3443"
DL,512,counting,001.DL_512_counting_1.png,One tennis ball on the court,"0,2497"
DL,512,counting,002.DL_512_counting_2.png,Three people crossing  the street,"0,2128"
DL,512,counting,003.DL_512_counting_3.png,Two monkeys eating banana,"0,2418"
DL,512,counting,004.DL_512_counting_4.png,Bench in a park with two backpacks on it,"0,2492"
DL,512,counting,005.DL_512_counting_5.png,Nine children doing a circle dance around a Christmas tree,"0,2744"
DL,512,counting,006.DL_512_counting_6.png,An office desk with six laptops on it,"0,2421"
DL,512,counting,007.DL_512_counting_7.png,Person holding  four toy pyramids,"0,2816"
DL,512,counting,008.DL_512_counting_8.png,Five photograph prints are hanging to dry in a dark room,"0,2819"
DL,512,counting,009.DL_512_counting_9.png,Person carrying a stack of twelve books,"0,2310"
DL,512,counting,010.DL_512_counting_10.png,Two people juggling ten balls together,"0,2537"
DL,512,counting,011.DL_512_counting_11.png,Birthday cake with exactly twenty candles on it,"0,2501"
DL,512,counting,012.DL_512_counting_12.png,Office room with fifteen chairs,"0,1988"
DL,512,conflicting,001.DL_512_conflicting_1.png,A zebra without strips,"0,2605"
DL,512,conflicting,002.DL_512_conflicting_2.png,A penguin in a city,"0,2292"
DL,512,conflicting,003.DL_512_conflicting_3.png,Rainbow colored Ferrari,"0,2974"
DL,512,conflicting,004.DL_512_conflicting_4.png,A giraffe kissing a monkey,"0,2264"
DL,512,conflicting,005.DL_512_conflicting_5.png,A panda inside a cup of tea,"0,2726"
DL,512,conflicting,006.DL_512_conflicting_6.png,A giraffe inside a car,"0,2826"
DL,512,conflicting,007.DL_512_conflicting_7.png,An ant under the sea,"0,2404"
DL,512,conflicting,008.DL_512_conflicting_8.png,A motorcycle inside an oven,"0,2362"
DL,512,conflicting,009.DL_512_conflicting_9.png,A polar bear on the desert,"0,2049"
DL,512,conflicting,010.DL_512_conflicting_10.png,A man walking on the ceiling,"0,1979"
DL,512,conflicting,011.DL_512_conflicting_11.png,A fish eating a pelican,"0,2991"
DL,512,conflicting,012.DL_512_conflicting_12.png,A horse riding  an astronaut in the forest,"0,3343"
DL,512,text,001.DL_512_text_1.png,A sign that says 'Hello',"0,2645"
DL,512,text,002.DL_512_text_2.png,A sign that says 'World',"0,2404"
DL,512,text,003.DL_512_text_3.png,A sign that says 'Hello World',"0,1995"
DL,512,text,004.DL_512_text_4.png,A sign that says 'World Hello',"0,2213"
DL,512,text,005.DL_512_text_5.png,A sign that says 'Speed limit 45',"0,2662"
DL,512,text,006.DL_512_text_6.png,A sign that says 'Do not pass !',"0,2464"
DL,512,text,007.DL_512_text_7.png,A sign that says 'No pedestrians !',"0,2571"
DL,512,text,008.DL_512_text_8.png,A sign that says 'No overtaking !',"0,2445"
DL,512,text,009.DL_512_text_9.png,A sign that says 'No Goods materials',"0,2766"
DL,512,text,010.DL_512_text_10.png,A sign that says 'No hazardous materials',"0,2677"
DL,512,text,011.DL_512_text_11.png,A sign that says 'You must not turn Right!',"0,2448"
DL,512,text,012.DL_512_text_12.png,A sign that says 'Maximum speed limit 80 km',"0,3079"
DL,512,positional,001.DL_512_positional_1.png,A train on top of a surfboard,"0,2603"
DL,512,positional,002.DL_512_positional_2.png,A wine glass on top of a dog,"0,2225"
DL,512,positional,003.DL_512_positional_3.png,A bicycle on top of a boat,"0,2747"
DL,512,positional,004.DL_512_positional_4.png,An umbrella under a spoon,"0,2667"
DL,512,positional,005.DL_512_positional_5.png,A car on the left of a bus,"0,2222"
DL,512,positional,006.DL_512_positional_6.png,A black apple on the right of  a green backpack,"0,2380"
DL,512,positional,007.DL_512_positional_7.png,A carrot on the left of a broccoli,"0,2074"
DL,512,positional,008.DL_512_positional_8.png,A pizza on the right of a suitcase,"0,2144"
DL,512,positional,009.DL_512_positional_9.png,A cat on the right of a tennis racket,"0,2913"
DL,512,positional,010.DL_512_positional_10.png,A stop sign on the right of a refrigerator,"0,2973"
DL,512,positional,011.DL_512_positional_11.png,A sheep to the right of a wine glass,"0,2630"
DL,512,positional,012.DL_512_positional_12.png,A zebra to the right of a fire hydrant,"0,2885"
DL,512,faces,001.DL_512_faces_1.png,Face of a man with a goatee,"0,2063"
DL,512,faces,002.DL_512_faces_2.png,Face of an angry teacher,"0,1826"
DL,512,faces,003.DL_512_faces_3.png,Face of a kid with a tiger make-up,"0,2883"
DL,512,faces,004.DL_512_faces_4.png,Face of an old lady with blue hair and a wide smile,"0,2669"
DL,512,faces,005.DL_512_faces_5.png,A bald man doing a handstand,"0,2837"
DL,512,faces,006.DL_512_faces_6.png,Face of a woman with brown hair looking over her shoulder,"0,2340"
DL,512,faces,007.DL_512_faces_7.png,Sad face of a blonde girl holding a popped balloon,"0,2592"
DL,512,faces,008.DL_512_faces_8.png,Face of a weightlifting white hair Olympic gold medalist lifting 120kg with a referee next to it encouraging him,"0,2711"
DL,512,faces,009.DL_512_faces_9.png,The face of a soldier with camouflaged face painting obscured by leaves,"0,2926"
DL,512,faces,010.DL_512_faces_10.png,A face of a man with a beard with water splashing onto his face,"0,3000"
DL,512,faces,011.DL_512_faces_11.png,A dark messy hair boy rolling his tongue with blue light shinning on his face,"0,2627"
DL,512,faces,012.DL_512_faces_12.png,A young kid with dark eye bags standing in front of her grandma with wrinkles looking at the sky,"0,2523"
DL,1024,coloring,001.DL_1024_coloring_1.png,A red colored car,"0,1992"
DL,1024,coloring,002.DL_1024_coloring_2.png,A black colored car,"0,2261"
DL,1024,coloring,003.DL_1024_coloring_3.png,A pink colored car,"0,2425"
DL,1024,coloring,004.DL_1024_coloring_4.png,A navy blue colored car,"0,2166"
DL,1024,coloring,005.DL_1024_coloring_5.png,A red car and a white sheep,"0,2286"
DL,1024,coloring,006.DL_1024_coloring_6.png,A blue bird and a brown bear,"0,3365"
DL,1024,coloring,007.DL_1024_coloring_7.png,A green apple and a black backpack,"0,2871"
DL,1024,coloring,008.DL_1024_coloring_8.png,A green cup and a blue cell phone,"0,2404"
DL,1024,coloring,009.DL_1024_coloring_9.png,A red pencil in a green cup on a blue table,"0,3114"
DL,1024,coloring,010.DL_1024_coloring_10.png,An office with five desks and seven colorful chairs,"0,2786"
DL,1024,coloring,011.DL_1024_coloring_11.png,An orange bird scaring a blue scarecrow with a red pirate hat,"0,2335"
DL,1024,coloring,012.DL_1024_coloring_12.png,A photo of two pink football balls and three green basketball balls on a bench,"0,3254"
DL,1024,counting,001.DL_1024_counting_1.png,One tennis ball on the court,"0,2429"
DL,1024,counting,002.DL_1024_counting_2.png,Three people crossing  the street,"0,2682"
DL,1024,counting,003.DL_1024_counting_3.png,Two monkeys eating banana,"0,2636"
DL,1024,counting,004.DL_1024_counting_4.png,Bench in a park with two backpacks on it,"0,2511"
DL,1024,counting,005.DL_1024_counting_5.png,Nine children doing a circle dance around a Christmas tree,"0,2884"
DL,1024,counting,006.DL_1024_counting_6.png,An office desk with six laptops on it,"0,2509"
DL,1024,counting,007.DL_1024_counting_7.png,Person holding  four toy pyramids,"0,2186"
DL,1024,counting,008.DL_1024_counting_8.png,Five photograph prints are hanging to dry in a dark room,"0,2874"
DL,1024,counting,009.DL_1024_counting_9.png,Person carrying a stack of twelve books,"0,2559"
DL,1024,counting,010.DL_1024_counting_10.png,Two people juggling ten balls together,"0,3023"
DL,1024,counting,011.DL_1024_counting_11.png,Birthday cake with exactly twenty candles on it,"0,2128"
DL,1024,counting,012.DL_1024_counting_12.png,Office room with fifteen chairs,"0,1603"
DL,1024,conflicting,001.DL_1024_conflicting_1.png,A zebra without strips,"0,2767"
DL,1024,conflicting,002.DL_1024_conflicting_2.png,A penguin in a city,"0,2169"
DL,1024,conflicting,003.DL_1024_conflicting_3.png,Rainbow colored Ferrari,"0,2983"
DL,1024,conflicting,004.DL_1024_conflicting_4.png,A giraffe kissing a monkey,"0,2624"
DL,1024,conflicting,005.DL_1024_conflicting_5.png,A panda inside a cup of tea,"0,3275"
DL,1024,conflicting,006.DL_1024_conflicting_6.png,A giraffe inside a car,"0,3002"
DL,1024,conflicting,007.DL_1024_conflicting_7.png,An ant under the sea,"0,2247"
DL,1024,conflicting,008.DL_1024_conflicting_8.png,A motorcycle inside an oven,"0,2922"
DL,1024,conflicting,009.DL_1024_conflicting_9.png,A polar bear on the desert,"0,2275"
DL,1024,conflicting,010.DL_1024_conflicting_10.png,A man walking on the ceiling,"0,2134"
DL,1024,conflicting,011.DL_1024_conflicting_11.png,A fish eating a pelican,"0,2896"
DL,1024,conflicting,012.DL_1024_conflicting_12.png,A horse riding  an astronaut in the forest,"0,3111"
DL,1024,text,001.DL_1024_text_1.png,A sign that says 'Hello',"0,2169"
DL,1024,text,002.DL_1024_text_2.png,A sign that says 'World',"0,2218"
DL,1024,text,003.DL_1024_text_3.png,A sign that says 'Hello World',"0,2537"
DL,1024,text,004.DL_1024_text_4.png,A sign that says 'World Hello',"0,2479"
DL,1024,text,005.DL_1024_text_5.png,A sign that says 'Speed limit 45',"0,2738"
DL,1024,text,006.DL_1024_text_6.png,A sign that says 'Do not pass !',"0,2731"
DL,1024,text,007.DL_1024_text_7.png,A sign that says 'No pedestrians !',"0,2040"
DL,1024,text,008.DL_1024_text_8.png,A sign that says 'No overtaking !',"0,1982"
DL,1024,text,009.DL_1024_text_9.png,A sign that says 'No Goods materials',"0,2064"
DL,1024,text,010.DL_1024_text_10.png,A sign that says 'No hazardous materials',"0,2414"
DL,1024,text,011.DL_1024_text_11.png,A sign that says 'You must not turn Right!',"0,2297"
DL,1024,text,012.DL_1024_text_12.png,A sign that says 'Maximum speed limit 80 km',"0,3205"
DL,1024,positional,001.DL_1024_positional_1.png,A train on top of a surfboard,"0,2533"
DL,1024,positional,002.DL_1024_positional_2.png,A wine glass on top of a dog,"0,1605"
DL,1024,positional,003.DL_1024_positional_3.png,A bicycle on top of a boat,"0,2791"
DL,1024,positional,004.DL_1024_positional_4.png,An umbrella under a spoon,"0,2417"
DL,1024,positional,005.DL_1024_positional_5.png,A car on the left of a bus,"0,2043"
DL,1024,positional,006.DL_1024_positional_6.png,A black apple on the right of  a green backpack,"0,1890"
DL,1024,positional,007.DL_1024_positional_7.png,A carrot on the left of a broccoli,"0,2011"
DL,1024,positional,008.DL_1024_positional_8.png,A pizza on the right of a suitcase,"0,2568"
DL,1024,positional,009.DL_1024_positional_9.png,A cat on the right of a tennis racket,"0,2854"
DL,1024,positional,010.DL_1024_positional_10.png,A stop sign on the right of a refrigerator,"0,2458"
DL,1024,positional,011.DL_1024_positional_11.png,A sheep to the right of a wine glass,"0,2563"
DL,1024,positional,012.DL_1024_positional_12.png,A zebra to the right of a fire hydrant,"0,2973"
DL,1024,faces,001.DL_1024_faces_1.png,Face of a man with a goatee,"0,2220"
DL,1024,faces,002.DL_1024_faces_2.png,Face of an angry teacher,"0,1920"
DL,1024,faces,003.DL_1024_faces_3.png,Face of a kid with a tiger make-up,"0,2758"
DL,1024,faces,004.DL_1024_faces_4.png,Face of an old lady with blue hair and a wide smile,"0,2347"
DL,1024,faces,005.DL_1024_faces_5.png,A bald man doing a handstand,"0,2462"
DL,1024,faces,006.DL_1024_faces_6.png,Face of a woman with brown hair looking over her shoulder,"0,1644"
DL,1024,faces,007.DL_1024_faces_7.png,Sad face of a blonde girl holding a popped balloon,"0,2848"
DL,1024,faces,008.DL_1024_faces_8.png,Face of a weightlifting white hair Olympic gold medalist lifting 120kg with a referee next to it encouraging him,"0,2854"
DL,1024,faces,009.DL_1024_faces_9.png,The face of a soldier with camouflaged face painting obscured by leaves,"0,2484"
DL,1024,faces,010.DL_1024_faces_10.png,A face of a man with a beard with water splashing onto his face,"0,2543"
DL,1024,faces,011.DL_1024_faces_11.png,A dark messy hair boy rolling his tongue with blue light shinning on his face,"0,2623"
DL,1024,faces,012.DL_1024_faces_12.png,A young kid with dark eye bags standing in front of her grandma with wrinkles looking at the sky,"0,2824"
PA,512,coloring,001.PA_512_coloring_1.png,A red colored car,"0,2451"
PA,512,coloring,002.PA_512_coloring_2.png,A black colored car,"0,1997"
PA,512,coloring,003.PA_512_coloring_3.png,A pink colored car,"0,2612"
PA,512,coloring,004.PA_512_coloring_4.png,A navy blue colored car,"0,2333"
PA,512,coloring,005.PA_512_coloring_5.png,A red car and a white sheep,"0,3240"
PA,512,coloring,006.PA_512_coloring_6.png,A blue bird and a brown bear,"0,2897"
PA,512,coloring,007.PA_512_coloring_7.png,A green apple and a black backpack,"0,3244"
PA,512,coloring,008.PA_512_coloring_8.png,A green cup and a blue cell phone,"0,2468"
PA,512,coloring,009.PA_512_coloring_9.png,A red pencil in a green cup on a blue table,"0,2737"
PA,512,coloring,010.PA_512_coloring_10.png,An office with five desks and seven colorful chairs,"0,2598"
PA,512,coloring,011.PA_512_coloring_11.png,An orange bird scaring a blue scarecrow with a red pirate hat,"0,2050"
PA,512,coloring,012.PA_512_coloring_12.png,A photo of two pink football balls and three green basketball balls on a bench,"0,3215"
PA,512,counting,001.PA_512_counting_1.png,One tennis ball on the court,"0,2379"
PA,512,counting,002.PA_512_counting_2.png,Three people crossing  the street,"0,1891"
PA,512,counting,003.PA_512_counting_3.png,Two monkeys eating banana,"0,2806"
PA,512,counting,004.PA_512_counting_4.png,Bench in a park with two backpacks on it,"0,2343"
PA,512,counting,005.PA_512_counting_5.png,Nine children doing a circle dance around a Christmas tree,"0,2424"
PA,512,counting,006.PA_512_counting_6.png,An office desk with six laptops on it,"0,2445"
PA,512,counting,007.PA_512_counting_7.png,Person holding  four toy pyramids,"0,2248"
PA,512,counting,008.PA_512_counting_8.png,Five photograph prints are hanging to dry in a dark room,"0,2497"
PA,512,counting,009.PA_512_counting_9.png,Person carrying a stack of twelve books,"0,2280"
PA,512,counting,010.PA_512_counting_10.png,Two people juggling ten balls together,"0,2903"
PA,512,counting,011.PA_512_counting_11.png,Birthday cake with exactly twenty candles on it,"0,2175"
